Age,total_rooms,total_bedrooms,households,median_income,Value
28,3944,738,598,4.174,186000
28,5468,834,712,5.7248,186000
28,5323,887,740,3.9792,186000
28,2124,449,341,5.5164,185900
28,2722,584,384,3.4048,185900
28,2144,538,419,2.7039,185900
28,2190,419,300,3.7852,185900
28,3494,635,415,3.6,185900
28,2616,483,313,3.275,185800
28,1736,250,170,6.3835,185800
28,2201,353,295,5.0621,185800
28,3152,504,426,7.1198,185800
28,3553,530,441,5.8505,185800
28,4911,693,606,6.777,185700
28,3153,409,271,14.4113,185700
28,3455,683,663,4.0154,185700
28,3735,808,757,3.1543,185700
28,2351,,428,3.725,185700
28,3044,661,618,3.1359,185700
28,869,173,165,4.0313,185700
28,974,190,181,4.3281,185700
28,1001,191,184,3.7614,185700
28,1811,401,375,3.0379,185700
28,1431,300,293,3.2865,185600
28,867,199,187,2.6713,185600
28,1410,303,285,2.5625,185600
28,728,161,142,3.4327,185600
28,1292,271,230,2.475,185600
28,724,167,155,3.3333,185600
28,2371,324,332,5.9175,185600
28,2584,599,444,2.5263,185600
28,541,157,145,3.5865,185600
28,1220,267,265,3.7454,185600
28,817,194,193,2.1776,185500
28,3983,852,778,3.5147,185500
28,1740,342,329,3.1912,185500
28,1076,193,180,3.4943,185500
28,1049,198,183,4.3571,185500
28,877,175,168,3.4167,185400
28,1834,554,514,3.0383,185400
28,3412,827,759,2.9309,185400
28,2755,597,554,3.2952,185400
28,1619,352,344,4.3,185400
28,1242,340,362,2.4922,185400
28,1629,423,386,2.4663,185400
28,2461,649,601,2.8727,185400
28,2249,412,429,3.0625,185400
28,2689,510,459,4.6182,185400
28,1431,,393,3.1977,185400
28,2034,335,322,4.6964,185300
28,2605,410,406,5.5519,185300
28,5039,833,710,6.2323,185300
28,626,164,150,2.7917,185300
28,656,200,173,1.2656,185300
28,1671,469,375,2.5164,185300
28,1822,505,496,2.6894,185300
28,2700,937,744,3.1364,185300
28,784,112,114,6.918,185300
28,4910,871,904,4.0432,185200
28,6332,991,955,5.7578,185200
28,3030,413,363,6.9615,185200
28,1616,400,384,4.2109,185200
28,1044,285,301,3.038,185200
28,3634,1011,917,2.9085,185200
28,1409,307,290,3.5568,185200
28,2381,701,659,2.5372,185200
28,891,203,212,3.3156,185200
28,3852,733,696,4.3269,185100
28,5665,1281,1191,3.0542,185100
28,2748,502,535,4.3472,185100
28,2902,761,719,2.5663,185100
28,2958,691,666,3.4643,185100
28,2876,802,795,2.2007,185100
28,2190,586,510,1.875,185100
28,2437,438,444,3.8015,185100
28,3723,789,747,3.4531,185100
28,2248,466,453,3.2545,185100
28,2938,576,568,3.5,185100
28,1771,398,388,2.7708,185000
28,3138,717,642,2.4864,185000
28,238,,67,1.3897,185000
28,338,109,100,2.5313,185000
28,32,8,10,2.225,185000
28,32627,6445,6082,2.3087,185000
28,8581,1957,1889,3,185000
28,6912,1513,1455,3.0608,184900
28,2493,407,418,5.4508,184900
28,3877,914,858,3.4239,184900
28,6601,1395,1299,3.512,184900
28,144,54,48,1.0096,184900
28,935,224,207,1.8287,184900
28,1108,269,274,2.7619,184900
28,1128,207,197,3.3542,184900
28,1219,288,283,1.6691,184800
28,1398,388,406,2.2366,184800
28,3217,742,671,2.4398,184800
28,2278,477,453,2.9643,184800
28,1739,318,312,2.6518,184800
28,2308,425,406,3.6083,184800
28,969,160,180,6.5799,184800
28,1446,306,295,2.8409,184800
28,526,152,130,2.0134,184800
28,531,112,80,1.9875,184700
28,3870,795,774,3.3021,184700
28,2831,502,503,4.5,184700
28,1170,303,302,2.6618,184700
28,4518,704,669,5.2444,184600
28,1267,319,297,1.9946,184600
28,3030,589,582,2.9054,184600
28,4609,1005,960,3.4543,184600
28,4312,993,934,2.7667,184600
28,2063,486,460,2.5035,184600
28,1797,395,407,3.455,184600
28,4927,1005,998,2.7325,184600
28,58,18,22,1.76,184600
28,3075,754,723,2.2721,184500
28,3690,809,736,2.6346,184500
28,4187,684,605,4.5293,184500
28,1922,344,342,3.6042,184500
28,4741,956,856,4.1862,184500
28,2155,339,365,4.0132,184500
28,2463,421,465,3.7045,184500
28,851,118,123,5.0877,184500
28,3193,468,426,5.3017,184400
28,2922,417,442,5.8002,184400
28,2483,528,492,4.0878,184400
28,3997,762,703,3.285,184400
28,2710,498,484,5,184400
28,6778,947,1014,6.1953,184400
28,3883,740,676,3.9,184400
28,2577,458,447,3.8796,184400
28,3023,659,657,3.6039,184400
28,1607,356,352,2.3787,184400
28,3541,499,459,5.3351,184400
28,1789,434,398,2.4728,184400
28,1701,427,399,3.0404,184400
28,1633,316,300,3.3977,184400
28,1748,284,303,4.3585,184400
28,1051,263,248,3.6389,184400
28,3548,880,699,3.7188,184300
28,1273,210,181,4.4861,184300
28,213,36,33,4.9167,184300
28,106,18,25,7.5197,184300
28,7065,1259,1221,4.7472,184300
28,778,137,136,4.2955,184300
28,350,,72,1.8942,184200
28,4459,944,888,2.9375,184200
28,2840,491,466,4.0337,184200
28,1066,191,163,6.8,184200
28,1868,291,284,4.825,184200
28,3735,557,521,5.6304,184200
28,2017,370,342,4.625,184200
28,1408,273,212,3.5781,184200
28,1020,169,164,4.5694,184100
28,4867,1015,1015,2.5685,184100
28,3494,549,541,5.5718,184100
28,1808,400,370,3.7067,184100
28,2716,546,500,2.2536,184100
28,407,68,61,6.0266,184100
28,4270,654,598,5.5266,184100
28,2024,340,309,4.7833,184100
28,831,122,109,6.3427,184100
28,1066,190,174,3.6389,184100
28,1821,344,179,6.9931,184100
28,2048,316,267,5.815,184100
28,3440,574,537,5.5368,184000
28,1938,301,285,6.1089,184000
28,1227,236,207,4.875,184000
28,2278,397,322,4.6379,184000
28,2542,466,420,4.635,184000
28,2487,516,503,3.5506,184000
28,928,195,184,3.4904,184000
28,1977,393,339,3.1312,184000
28,3049,,439,4.3125,183900
28,2191,415,361,4.1993,183900
28,1297,337,312,1.9441,183900
28,1741,289,231,3.6118,183900
28,2101,390,360,3.6429,183900
28,2517,483,464,3.0938,183900
28,1036,202,194,5.3698,183900
28,1898,359,340,4.2096,183900
28,1735,331,309,3.6641,183900
28,742,142,119,3.1563,183900
28,509,103,73,2.1979,183900
28,678,137,103,4.4,183900
28,1743,366,264,3.3393,183900
28,1705,321,253,3.4539,183800
28,2088,379,293,4.65,183800
28,2083,506,487,1.9925,183800
28,1239,262,246,3.5208,183800
28,2723,637,556,2.3942,183800
28,3753,752,668,3.7585,183800
28,6828,1319,1318,2.4726,183800
28,1878,345,299,2.8864,183800
28,1110,216,209,2.5887,183800
28,1000,197,190,2.3062,183800
28,838,161,142,3.6563,183800
28,3063,497,507,4.4375,183800
28,3138,524,511,4.0775,183800
28,4839,832,762,4.0848,183800
28,2767,423,382,3.6333,183800
28,2870,526,451,3.463,183800
28,439,84,80,3.0781,183700
28,1839,275,270,4.2031,183700
28,1813,311,287,3.6087,183700
28,2374,372,333,4.5042,183700
28,1875,307,283,3.9185,183700
28,1651,279,261,4.2802,183700
28,1999,287,246,5.5161,183600
28,1887,303,283,3.8417,183600
28,1405,269,228,3.0804,183600
28,1131,193,178,3.9,183600
28,1085,227,214,5.0389,183600
28,1431,254,221,3.045,183600
28,680,143,140,4.0333,183600
28,2323,397,379,3.7426,183600
28,811,161,121,3.5938,183500
28,3415,562,479,4.3646,183500
28,906,144,141,4.3523,183500
28,2112,360,344,3.7125,183500
28,4194,673,566,4.3702,183500
28,2802,447,418,5.2359,183400
28,1528,351,319,2.4688,183400
28,1006,187,185,3.1042,183400
28,999,189,176,2.125,183400
28,1039,182,184,2.9688,183400
28,3883,763,682,2.8102,183400
28,983,163,161,2.2917,183300
28,1265,224,205,3.3603,183300
28,2099,433,423,1.9886,183300
28,1188,227,219,2.3125,183300
28,1634,374,390,1.5313,183300
28,2229,537,512,2.186,183300
28,1749,422,391,2.325,183300
28,2637,511,480,2.7813,183300
28,2432,495,435,2.425,183300
28,2188,,437,2.1419,183300
28,3033,590,583,2.4811,183300
28,2200,439,419,2.6042,183300
28,204,62,51,1,183300
28,1427,319,333,1.4241,183300
28,1889,471,399,2.25,183300
28,2843,535,525,3.2337,183300
28,1759,389,350,2.3125,183300
28,1452,309,299,2.2083,183300
28,1264,273,260,2.535,183300
28,1321,268,232,4.0062,183300
28,3338,608,562,3.67,183300
28,2809,450,408,4.0426,183200
28,1497,275,243,2.8942,183200
28,2993,562,518,3.3009,183200
28,2331,464,419,3.6563,183200
28,770,116,116,3.6434,183200
28,2550,457,405,3.6607,183200
28,1170,225,194,3.2813,183200
28,856,167,170,3.5859,183200
28,2277,459,476,3.2303,183200
28,3720,707,609,3.2,183100
28,3739,759,606,2.4283,183100
28,810,151,138,3.1094,183100
28,1549,275,249,2.2278,183100
28,1864,331,332,3.4028,183100
28,3120,595,556,3.5385,183100
28,3127,539,520,3.9537,183100
28,2282,431,371,3.5417,183100
28,2616,422,425,3.7917,183100
28,352,105,82,1.6094,183100
28,1337,326,306,2.6341,183000
28,3442,705,619,2.8102,183000
28,453,117,77,1.3523,183000
28,1076,283,64,2.125,183000
28,1046,204,179,4.119,183000
28,1988,379,321,3.7841,183000
28,1536,298,208,2.3594,183000
28,2421,489,354,3.5652,183000
28,614,141,95,0.9283,183000
28,2325,410,373,4.5208,183000
28,2738,510,412,4.3958,182900
28,2254,400,243,5.6856,182900
28,6012,1227,358,3.0043,182900
28,1986,474,100,4.0278,182900
28,2520,401,165,4.665,182900
28,2739,555,110,3.1842,182800
28,4195,725,115,3.4792,182800
28,2045,358,92,4.0481,182800
28,1872,281,71,4.5882,182800
28,914,159,34,4.7917,182800
28,2611,395,159,5.0622,182800
28,2851,496,496,5.0782,182800
28,2228,399,378,4.8906,182800
28,1870,338,324,4.1205,182700
28,1632,263,268,5.5608,182700
28,1928,360,366,4.0893,182700
28,1975,373,347,4.4107,182700
28,1700,369,362,4.5461,182700
28,1471,321,330,3.46,182700
28,2316,522,501,3.776,182600
28,2397,518,476,2.6641,182600
28,1770,370,366,4.0833,182600
28,1475,319,293,3.8194,182600
28,999,232,244,2.7125,182600
28,3445,801,750,3.4702,182600
28,2633,630,630,2.6123,182500
28,2014,419,390,4.7446,182500
28,2620,398,429,5.7796,182500
28,1887,328,351,4.1321,182500
28,2017,416,436,3,182500
28,3744,1027,912,3.2158,182500
28,2825,660,643,3.6106,182500
28,639,179,169,3.0588,182500
28,1661,312,302,4,182500
28,3127,706,694,4.3426,182500
28,1053,207,222,4.6696,182400
28,2312,592,559,3.1378,182400
28,3250,546,501,5.1084,182400
28,1596,307,309,4.5096,182400
28,2237,431,434,4.45,182400
28,1962,540,520,2.2156,182400
28,2658,382,392,6.0516,182300
28,3664,719,657,4.225,182300
28,2431,534,523,3.7933,182300
28,4566,620,664,5.583,182300
28,2506,394,421,4.7813,182300
28,2271,437,433,4.2443,182300
28,1128,273,234,2.8,182300
28,1626,378,356,2.1944,182300
28,4415,890,854,3.75,182300
28,2578,363,350,6.2452,182200
28,5799,842,787,6.3433,182200
28,3349,685,675,4.7216,182100
28,6100,861,866,7.6486,182100
28,4325,1191,1080,3.3173,182100
28,2936,555,535,5.4617,182100
28,698,116,126,5.9177,182100
28,380,91,70,4.7222,182100
28,2181,501,488,3.6106,182100
28,1763,303,297,5.0096,182100
28,1530,301,276,4.125,182100
28,2249,379,385,4.9766,182100
28,1473,312,315,3.8333,182100
28,1264,224,227,3.7321,182100
28,1376,257,221,3.5403,182100
28,2120,544,470,3.4954,182100
28,1562,373,328,2.3935,182100
28,1426,216,226,6.5284,182100
28,1533,226,230,7.898,182100
28,2176,414,402,4.9743,182100
28,2885,476,439,4.9524,182000
28,4181,804,834,4.3103,182000
28,2181,400,337,5.1952,182000
28,2868,382,412,6.1825,182000
28,2558,310,316,9.5561,182000
28,829,114,133,9.3125,181900
28,2895,487,429,5.4716,181900
28,1814,320,313,6.3489,181900
28,1698,297,273,5.2017,181900
28,3821,576,568,6.9399,181900
28,2696,346,356,9.0055,181900
28,1671,192,206,13.1107,181900
28,1859,393,316,5.0258,181800
28,8096,1318,1313,6.0076,181800
28,1899,284,293,7.2532,181800
28,3057,479,498,6.8429,181800
28,2423,356,347,6.5635,181800
28,1537,347,280,4.8264,181800
28,3578,461,466,6.2556,181800
28,1665,247,254,6.5764,181800
28,1332,252,230,4.4375,181800
28,8836,1527,1451,5.6441,181800
28,2629,331,319,9.9071,181800
28,2577,404,374,6.7528,181800
28,2159,343,335,5.3738,181800
28,2029,242,254,9.7956,181700
28,2037,515,496,3.3199,181700
28,1310,332,294,3.8068,181700
28,1025,266,183,3.875,181700
28,1240,285,315,4.1287,181700
28,1784,440,433,3.7054,181700
28,2138,490,463,3.6006,181600
28,1691,367,378,3.5855,181600
28,1370,367,296,3.6471,181600
28,2146,430,429,3.7813,181600
28,2181,371,358,4.2937,181500
28,1972,367,356,3.7222,181500
28,2375,439,424,4.53,181500
28,2478,431,427,5.2099,181500
28,2366,505,477,3.3516,181500
28,1747,312,296,5.4217,181400
28,1599,296,307,4.285,181400
28,1854,383,381,4.4784,181400
28,1432,335,296,2.0227,181400
28,890,289,200,3.141,181400
28,1785,360,403,4.7984,181400
28,1939,355,314,3.6705,181400
28,2824,493,507,4.6477,181300
28,1013,312,266,2.1432,181300
28,2038,343,346,5.197,181300
28,1672,318,337,4.5774,181300
28,1216,225,228,4.0288,181300
28,1235,227,220,4.6964,181300
28,2127,417,378,4.75,181300
28,2157,362,373,5.1237,181300
28,1277,488,417,1.4803,181300
28,2066,450,448,3.9375,181300
28,1694,296,282,4.3333,181300
28,308,87,100,2.1991,181300
28,1125,285,257,2.8438,181300
28,950,229,185,2.315,181300
28,1306,293,260,4.0812,181300
28,2458,359,409,7.2893,181300
28,1270,276,211,3.75,181300
29,1851,291,290,5.2336,181300
29,1683,273,263,5.3649,181300
29,1632,244,235,5.3986,181300
29,1631,212,216,7.875,181300
29,2062,353,357,5.2897,181300
29,1396,245,261,4.675,181300
29,2315,538,504,2.9861,181300
29,1411,292,299,3.4338,181300
29,1121,,276,2.5,181300
29,2031,506,463,2.9076,181300
29,1616,532,496,3.6435,181300
29,959,176,185,4.5,181300
29,957,360,370,3.0263,181300
29,1655,626,582,1.9127,181300
29,1582,256,240,5.3836,181200
29,2091,336,332,5.7519,181200
29,1492,439,389,3.0893,181100
29,1133,216,228,3.3594,181100
29,1919,349,345,5.6409,181100
29,1569,422,386,3.0465,181100
29,1006,230,237,3.3472,181100
29,931,279,303,2.6563,181100
29,1627,398,369,3.3438,181100
29,931,181,174,5.5867,181000
29,1221,371,326,1.7935,181000
29,1395,398,362,3.3008,181000
29,2296,570,527,2.4732,181000
29,745,161,151,3.6375,181000
29,1597,,423,3.055,181000
29,2434,455,476,4.2188,181000
29,3180,434,391,6.5945,180900
29,1705,478,479,3.5333,180900
29,3583,911,871,3.0214,180900
29,3218,923,824,3.6946,180900
29,1142,162,150,7.1472,180900
29,2889,423,401,6.4514,180900
29,1452,188,194,6.9113,180900
29,3205,409,408,7.2478,180900
29,3181,447,469,6.8268,180900
29,4386,593,592,6.6897,180800
29,2002,253,241,6.9612,180800
29,1674,243,234,6.4218,180800
29,1621,328,322,3.7361,180800
29,1441,530,456,2.425,180800
29,2340,664,546,3.343,180800
29,1808,440,454,3.025,180800
29,2655,702,708,3.3036,180700
29,3333,752,722,3.5667,180700
29,2612,602,563,3.6417,180700
29,1600,251,256,5.1784,180700
29,45,11,10,5.2949,180700
29,329,72,71,4.6806,180600
29,4020,655,635,5.9639,180600
29,4753,681,678,7.3658,180600
29,3977,540,541,6.5843,180600
29,5078,806,759,5.6549,180600
29,4026,648,650,5.5918,180500
29,1548,256,263,5.2037,180500
29,3935,625,593,5.7951,180500
29,3326,503,494,5.7457,180500
29,1519,388,366,3.2083,180500
29,2232,448,417,3.1534,180500
29,2663,642,677,4.6563,180500
29,1898,476,455,2.4929,180500
29,1332,368,295,3.0227,180400
29,1591,279,237,5.6573,180400
29,2705,713,674,2.7759,180400
29,2292,531,509,3.4856,180400
29,1105,241,249,3.1667,180400
29,3252,583,557,5.8243,180400
29,1982,300,324,7.0526,180400
29,2168,421,397,4.6172,180400
29,2968,503,459,5.3339,180400
29,3079,509,480,4.0714,180400
29,3471,708,691,4.1064,180400
29,3973,595,575,6.4265,180400
29,2446,360,359,6.5755,180300
29,1723,223,219,7.0352,180300
29,1737,270,265,4.625,180300
29,2365,355,347,6.0132,180200
29,3544,542,560,6.7837,180200
29,2112,340,315,6.9308,180200
29,5392,895,827,6.2185,180100
29,6971,1449,1423,5.2131,180100
29,2265,283,279,9.2327,180100
29,4491,680,702,6.0591,180100
29,5954,1281,1209,4.2566,180000
29,133,29,23,3.5625,180000
29,4039,669,670,6.3303,180000
29,3292,727,698,5.457,180000
29,3331,410,416,8.0287,180000
29,4575,764,737,6.0571,180000
29,1956,282,269,6.5841,180000
29,5819,986,914,4.6315,180000
29,3121,381,389,7.0217,179900
29,8562,1351,1316,6.0829,179900
29,5609,952,934,5.3307,179900
29,1800,238,234,6.6678,179900
29,6239,901,904,6.5437,179800
29,1137,170,164,7.5744,179800
29,3760,482,461,7.8537,179800
29,37937,5471,5189,7.4947,179800
29,4838,759,695,6.6536,179800
29,4874,627,619,8.1117,179800
29,9729,1210,1214,8.9088,179800
29,3038,470,438,5.6403,179800
29,2603,404,390,6.057,179800
29,1810,305,326,5.2227,179800
29,4151,637,604,5.806,179800
29,1788,203,217,10.1299,179700
29,4343,515,484,10.5981,179700
29,10484,1603,1419,8.3931,179700
29,3781,504,499,7.2554,179700
29,4390,660,633,6.1504,179700
29,3182,429,428,7.0592,179700
29,1986,278,260,7.7752,179700
29,3973,483,452,9.8074,179700
29,2021,362,341,4.3269,179600
29,10535,1620,1622,6.67,179600
29,5415,827,714,7.3681,179600
29,3764,510,468,8.7124,179600
29,3491,502,509,6.6207,179500
29,3086,457,436,6.4415,179500
29,4380,715,741,6.7274,179500
29,3666,442,433,10.1316,179500
29,2452,296,275,8.2375,179500
29,5416,820,583,6.9544,179500
29,6208,750,739,9.1808,179500
29,582,70,64,7.1193,179500
29,2765,475,474,6.0531,179500
29,5950,1155,1064,4.2564,179500
29,1206,142,149,8.847,179500
29,3548,474,449,6.925,179500
29,4138,805,780,4.7804,179500
29,3178,631,581,5.2541,179500
29,2022,254,270,8.4112,179500
29,4065,661,636,6.2177,179400
29,3859,661,624,5.7871,179400
29,3464,519,530,6.0471,179400
29,1932,266,286,7.1497,179400
29,1684,232,230,6.8667,179400
29,3745,522,496,7.5488,179400
29,3588,577,569,6.1401,179300
29,5218,1187,1125,3.929,179300
29,5830,921,891,6.2403,179300
29,5774,1320,1265,4.4063,179300
29,1911,439,433,4.6369,179300
29,1317,228,214,5.6346,179300
29,3164,449,453,6.7921,179200
29,4552,706,671,7.5791,179200
29,1213,171,170,7.2592,179200
29,3016,394,382,7.5196,179200
29,1614,210,209,7.9294,179200
29,4277,565,549,8.0082,179200
29,9653,2000,1922,3.7361,179200
29,4265,581,544,6.4598,179200
29,2962,405,440,6.0689,179200
29,3010,580,538,4.0221,179200
29,3913,460,454,7.2147,179200
29,1538,260,259,5.5779,179200
29,3173,501,520,6.7079,179200
29,2722,554,508,5.1645,179200
29,8527,1364,1393,6.2242,179200
29,3485,519,485,6.7543,179200
29,3388,425,427,8.4471,179200
29,4713,671,673,7.5426,179200
29,3299,610,604,5.5085,179100
29,3580,491,467,7.7814,179100
29,7826,893,790,10.1531,179100
29,4814,643,588,8.798,179100
29,2422,429,395,6.1935,179100
29,6842,1512,1439,5.4132,179100
29,4257,785,745,3.7139,179100
29,3068,549,536,4.2009,179000
29,2708,410,389,6.2899,179000
29,3970,771,734,3.4115,179000
29,5175,799,813,6.1493,178900
29,5736,,762,6.4114,178900
29,5232,810,839,5.826,178900
29,2319,430,380,5.133,178900
29,3274,383,390,8.1611,178800
29,4186,,541,9.6986,178800
29,1998,500,446,4.3542,178800
29,2411,354,217,7.8061,178800
29,2483,443,400,5.5545,178800
29,2649,340,354,8.0409,178800
29,2102,350,328,4.7981,178700
29,2423,435,423,4.8906,178700
29,3157,721,710,3.7609,178700
29,3289,728,632,4.6863,178700
29,1743,254,274,5.9339,178600
29,1343,175,184,7.2648,178600
29,426,62,45,5.136,178600
29,2993,429,390,10.0765,178600
29,5348,659,555,11.0567,178600
29,8874,1302,1027,6.8588,178600
29,1223,215,204,6.5143,178600
29,454,102,43,10.9704,178600
29,1206,256,287,5.1589,178600
29,3305,644,597,5.2497,178600
29,2000,422,386,5.7709,178500
29,1318,218,225,6.0722,178500
29,4860,1193,1073,4.5022,178500
29,3134,504,485,6.2464,178500
29,4541,720,583,6.8004,178500
29,5221,1217,1119,4.6076,178500
29,1793,390,386,4.2463,178500
29,1606,498,426,3.375,178400
29,4678,817,712,6.1078,178400
29,6814,785,681,10.49,178400
29,2656,515,435,4.0294,178400
29,5744,1054,847,5.1482,178400
29,2556,404,399,6.1557,178400
29,3959,856,775,4.0313,178400
29,2193,389,387,4.5476,178400
29,1812,255,211,6.487,178400
29,3549,604,534,5.3705,178300
29,1969,280,271,7.6012,178300
29,950,184,186,4.7237,178300
29,7684,1088,1057,6.3401,178300
29,1528,,218,6.2871,178300
29,2174,428,352,3.3967,178300
29,334,56,46,4.875,178300
29,1835,413,377,3.2232,178300
29,3858,1062,873,3.3155,178300
29,1296,384,367,2.7545,178200
29,2737,654,492,3.5729,178200
29,4052,955,859,4.0647,178200
29,1150,383,317,2.3545,178200
29,1005,266,243,3.1029,178200
29,1444,412,311,3.1395,178200
29,2369,566,435,5.4031,178200
29,5813,1264,1041,4.3897,178100
29,3167,743,642,4.0076,178100
29,2248,448,423,5.1298,178100
29,2482,461,425,4.665,178100
29,2303,399,379,3.9875,178100
29,3951,562,543,5.1439,178100
29,2036,272,265,6.5954,178100
29,3223,484,488,6.5964,178100
29,2728,616,566,1.6393,178100
29,3571,722,543,4.6518,178100
29,2994,519,410,6.6852,178100
29,1679,271,257,5.3999,178100
29,2073,370,340,5.0877,178100
29,1261,233,242,5.1024,178100
29,809,180,157,2.3846,178100
29,2223,454,382,4.3603,178000
29,2516,429,337,5.6197,178000
29,3484,582,556,5.4188,178000
29,1638,188,174,13.0502,178000
29,3619,536,492,7.2013,178000
29,2320,405,477,6.3369,178000
29,7034,1139,1068,6.0873,178000
29,2007,397,373,5.6754,177900
29,7468,1275,1217,5.49,177900
29,5112,778,648,10.3983,177900
29,3832,809,636,5.0044,177900
29,1720,269,258,7.8239,177900
29,6388,920,819,7.8915,177900
29,4866,812,733,4.9821,177900
29,1672,295,293,5.1129,177900
29,3617,597,571,5.133,177800
29,3623,734,530,5.7281,177800
29,2168,290,279,9.8321,177800
29,4549,786,632,6.1785,177800
29,3562,439,470,6.4211,177800
29,1956,262,256,6.8154,177800
29,2150,361,335,5.4622,177800
29,2092,489,392,3.0461,177700
29,2205,393,402,3.475,177700
29,3258,421,435,6.5413,177700
29,3320,426,431,7.9283,177700
29,3473,466,450,8.8636,177700
29,6678,1011,982,7.5177,177600
29,2327,263,236,14.9009,177600
29,2887,351,351,10.3953,177600
29,4458,731,704,6.126,177600
29,1786,299,293,5.0527,177500
29,2232,372,385,4.245,177500
29,3084,724,690,2.8357,177500
29,2782,579,525,2.1935,177500
29,366,61,61,8.163,177500
29,2930,428,430,6.323,177500
29,4173,625,634,6.3568,177500
29,3240,481,497,6.1815,177500
29,2020,378,290,5.756,177500
29,2626,,522,4.0167,177500
29,1956,346,326,4.4732,177500
29,2112,480,433,4.0388,177500
29,1645,393,355,3.4792,177500
29,1258,246,227,2.9762,177500
29,3499,722,634,3.86,177500
29,1577,363,333,4.1563,177500
29,2208,534,482,3.5915,177500
29,2595,621,571,3.668,177400
29,1857,399,380,3.8403,177400
29,1889,359,246,3.8992,177400
29,2262,427,402,6.065,177400
29,2840,403,403,7.618,177400
29,3621,632,567,5.753,177400
29,3856,571,576,6.8007,177300
29,1767,280,284,6.5394,177300
29,5041,778,801,6.0868,177300
29,2142,625,483,3.4455,177300
29,5261,763,599,6.8279,177300
29,7374,1444,1279,4.538,177300
29,6698,1254,1139,5.9088,177200
29,2486,417,361,6.1007,177200
29,2198,252,281,13.1477,177200
29,4676,698,598,6.379,177200
29,10008,1453,1139,10.1122,177200
29,1764,220,224,8.3275,177200
29,1618,266,246,6.0743,177200
29,4956,693,625,7.9338,177200
29,2459,390,391,7.1736,177200
29,2112,305,261,6.9343,177200
29,2443,637,548,4.1379,177100
29,3283,911,782,3.3125,177100
29,4907,577,556,10.4415,177100
29,2460,368,320,7.3878,177100
29,2530,562,510,4.6336,177100
29,1204,355,293,3.6196,177000
29,3289,753,651,4.045,177000
29,3673,881,768,4.877,177000
29,2428,401,386,6.2661,177000
29,1223,275,244,4.6607,177000
29,2351,445,397,5.5677,176900
29,1680,254,231,8.583,176900
29,7474,1037,1007,8.7591,176900
29,3458,638,470,6.3579,176900
29,16590,2696,2357,6.3088,176900
29,3894,672,629,6.5206,176800
29,6564,1316,904,4.89,176800
29,2681,454,410,5.5507,176800
29,5650,1084,1056,2.8192,176800
29,4321,582,578,8.3634,176800
29,2849,537,520,3.2841,176700
29,4025,574,588,7.9125,176700
29,2102,295,303,7.3141,176700
29,3636,749,696,5.5464,176700
29,2446,622,560,3.7147,176700
29,5805,852,795,6.1062,176700
29,3774,456,430,8.6088,176600
29,3388,492,463,6.1863,176600
29,2945,356,335,8.111,176600
29,1565,274,280,5.8399,176600
29,2497,500,456,4.5909,176600
29,1641,354,318,3.4261,176600
29,4428,745,682,5.2325,176600
29,1230,242,246,2.2969,176500
29,2957,492,495,5.0686,176500
29,3038,473,436,5.5584,176500
29,2520,387,391,5.8898,176500
29,4508,618,573,10.4498,176400
29,3011,388,371,7.9739,176400
29,2464,347,366,8.7603,176400
29,941,266,248,4.3636,176400
29,1010,350,342,3.2229,176400
29,328,68,60,4.1167,176300
29,2630,327,352,8.2953,176300
29,4246,689,722,6.9501,176300
29,10534,2035,1863,5.7797,176300
29,10175,2181,1929,4.7341,176300
29,10395,1915,1811,5.928,176300
29,5687,970,938,6.5069,176300
29,211,51,44,1.9659,176300
29,5394,748,706,7.5619,176200
29,5743,773,773,8.1926,176200
29,1444,260,253,4.9079,176100
29,3783,654,623,5.7559,176100
29,2592,372,383,6.9741,176100
29,5206,992,978,2.885,176100
29,3260,458,442,6.5987,176100
29,1063,189,183,2.1719,176100
29,2617,506,511,4.821,176100
29,2666,387,347,7.3769,176100
29,3477,462,484,6.8634,176100
29,1392,267,263,5.4248,176100
29,1413,372,338,3.7988,176100
29,500,113,116,5.0631,176000
29,1666,341,336,2.1406,176000
29,4702,806,814,5.1299,176000
29,2500,331,327,6.115,176000
29,3400,501,488,6.0961,176000
29,2745,447,411,6.8219,176000
29,1532,240,248,5.7115,176000
29,1998,308,299,6.8722,176000
29,2635,516,499,4.4391,176000
29,1800,362,373,4.2083,176000
29,2099,322,307,7.9887,176000
29,623,146,136,3.631,176000
29,2032,349,340,6.9133,175900
29,2098,342,329,7.7589,175900
29,2440,502,483,4.6019,175900
29,1567,299,294,5.2124,175900
29,2435,396,385,7.2025,175900
29,3279,530,510,7.4581,175900
29,1964,413,406,5.1583,175900
29,1834,330,309,6.0634,175900
29,1750,336,300,4.6793,175900
29,2636,416,404,7.2118,175900
29,1994,477,411,4.0187,175800
29,1633,295,297,5.7858,175800
29,2106,319,332,8.735,175800
29,2638,521,480,5.7759,175800
29,2487,388,397,8.284,175800
29,3345,552,539,6.7962,175800
29,1256,256,288,2.4233,175800
29,1545,304,296,4.5469,175800
29,1346,213,219,8.7974,175700
29,3068,494,486,7.9187,175700
29,2895,439,450,6.276,175700
29,3226,838,800,4.1652,175700
29,7105,1459,1241,6.1395,175700
29,4329,1068,978,4.5094,175700
29,2815,431,398,6.5743,175700
29,2153,316,324,7.8139,175600
